TIME  COMMAND  CELL  BOXTYPE  CHANNEL BOTID
------------------------------------------
   0 startPalletize #1
11580 startMotion   A5       39  133    6
11581 endMotion     A6       35   64    1
11581 endMotion     A8       40   82    3
11582 endMotion    B16        2   96    2
11582 startMotion   A6       35   64    1
11582 startMotion   A8       40   82    3
11582 endMotion     B7       -1   89    5
11583 startMotion  B16        2   96    2
11583 startMotion   B7       -1   89    5
11583 endMotion    A15       41   22    4
11584 startMotion  A15       41   22    4
11584 endMotion     A4       39  133    6
11585 startMotion   A4       39  133    6
11586 endMotion     A7       40   82    3
11586 endMotion     A5       35   64    1
11587 startMotion   A5       35   64    1
11587 startMotion   A7       40   82    3
11588 endMotion    C16        2   96    2
11588 endMotion    A14       41   22    4
11589 startMotion  A14       41   22    4
11589 startMotion  C16        2   96    2
11589 movebox2bot            19   89    5
11589 endMotion     B8       19   89    5
11589 endMotion     A3       39  133    6
11590 startMotion   B8       19   89    5
11590 startMotion   A3       39  133    6
11591 endMotion     A4       35   64    1
11591 endMotion     A6       40   82    3
11592 startMotion   A6       40   82    3
11592 startMotion   A4       35   64    1
11593 endMotion    A13       41   22    4
11593 endMotion    C15        2   96    2
11594 endMotion     A2       39  133    6
11594 endMotion     B9       19   89    5
11594 startMotion  A13       41   22    4
11594 startMotion  C15        2   96    2
11595 startMotion   B9       19   89    5
11595 startMotion   A2       39  133    6
11596 endMotion     A3       35   64    1
11596 endMotion     A5       40   82    3
11597 startMotion   A3       35   64    1
11597 startMotion   A5       40   82    3
11598 endMotion    A12       41   22    4
11598 endMotion    C14        2   96    2
11599 endMotion    B10       19   89    5
11599 startMotion  C14        2   96    2
11599 startMotion  A12       41   22    4
11600 startMotion  B10       19   89    5
11601 movebox2tr             -1  del    6
11601 endMotion     A1       -1   -1    6
11601 endMotion     A2       35   64    1
11601 endMotion     A4       40   82    3
11602 startMotion   A1       -1  124    6
11602 startMotion   A4       40   82    3
11602 startMotion   A2       35   64    1
11603 endMotion    C13        2   96    2
11603 endMotion    A11       41   22    4
11603 endMotion     B1       -1  124    6
11604 startMotion  C13        2   96    2
11604 startMotion   B1       -1  124    6
11604 endMotion    B11       19   89    5
11604 startMotion  A11       41   22    4
11605 startMotion  B11       19   89    5
11606 endMotion     A3       40   82    3
11607 startMotion   A3       40   82    3
11608 endMotion    A10       41   22    4
11608 endMotion     B2       -1  124    6
11608 movebox2tr             -1  del    1
11608 endMotion     A1       -1   -1    1
11608 endMotion    C12        2   96    2
11609 startMotion   B2       -1  124    6
11609 startMotion  A10       41   22    4
11609 startMotion  C12        2   96    2
11609 endMotion    B12       19   89    5
11609 startMotion   A1       -1   63    1
11610 startMotion  B12       19   89    5
11610 endMotion     B1       -1   63    1
11611 startMotion   B1       -1   63    1
11611 endMotion     A2       40   82    3
11612 startMotion   A2       40   82    3
11613 endMotion     B3       -1  124    6
11613 endMotion    C11        2   96    2
11613 endMotion     A9       41   22    4
11614 endMotion    B13       19   89    5
11614 startMotion   B3       -1  124    6
11614 startMotion  C11        2   96    2
11614 startMotion   A9       41   22    4
11615 endMotion     B2       -1   63    1
11615 startMotion  B13       19   89    5
11616 startMotion   B2       -1   63    1
11618 movebox2tr             -1  del    3
11618 endMotion     A1       -1   -1    3
11618 endMotion     A8       41   22    4
11618 endMotion    C10        2   96    2
11619 endMotion    B14       19   89    5
11619 startMotion   A8       41   22    4
11619 startMotion  C10        2   96    2
11619 startMotion   A1       -1  125    3
11620 movebox2bot            43  124    6
11620 endMotion     B4       43  124    6
11620 endMotion     B1       -1  125    3
11620 endMotion     B3       -1   63    1
11620 startMotion  B14       19   89    5
11621 startMotion   B1       -1  125    3
11621 startMotion   B4       43  124    6
11621 startMotion   B3       -1   63    1
11623 endMotion     C9        2   96    2
11623 endMotion     A7       41   22    4
11624 startMotion   A7       41   22    4
11624 endMotion    B15       19   89    5
11624 startMotion   C9        2   96    2
11625 startMotion  B15       19   89    5
11625 endMotion     B2       -1  125    3
11625 endMotion     B5       43  124    6
11625 endMotion     B4       -1   63    1
11626 startMotion   B4       -1   63    1
11626 startMotion   B5       43  124    6
11626 startMotion   B2       -1  125    3
11628 endMotion     C8        2   96    2
11628 endMotion     A6       41   22    4
11629 endMotion    B16       19   89    5
11629 startMotion   A6       41   22    4
11629 startMotion   C8        2   96    2
11630 endMotion     B6       43  124    6
11630 endMotion     B3       -1  125    3
11630 startMotion  B16       19   89    5
11630 endMotion     B5       -1   63    1
11631 startMotion   B6       43  124    6
11631 startMotion   B5       -1   63    1
11631 startMotion   B3       -1  125    3
11633 endMotion     A5       41   22    4
11633 endMotion     C7        2   96    2
11634 startMotion   A5       41   22    4
11634 startMotion   C7        2   96    2
11635 endMotion    C16       19   89    5
11635 endMotion     B6       -1   63    1
11635 endMotion     B7       43  124    6
11636 startMotion   B6       -1   63    1
11636 startMotion  C16       19   89    5
11636 startMotion   B7       43  124    6
11637 movebox2bot            15  125    3
11637 endMotion     B4       15  125    3
11638 endMotion     A4       41   22    4
11638 startMotion   B4       15  125    3
11639 startMotion   A4       41   22    4
11640 endMotion     B7       -1   63    1
11640 endMotion    C15       19   89    5
11640 movebox2channel        -1   96    2
11640 endMotion     C6       -1   96    2
11640 endMotion     B8       43  124    6
11641 startMotion   C6       -1   96    2
11641 startMotion   B8       43  124    6
11641 startMotion   B7       -1   63    1
11641 startMotion  C15       19   89    5
11642 endMotion     B5       15  125    3
11643 endMotion     A3       41   22    4
11643 startMotion   B5       15  125    3
11644 startMotion   A3       41   22    4
11645 endMotion     B8       -1   63    1
11645 endMotion     C5       -1   96    2
11645 endMotion    C14       19   89    5
11645 endMotion     B9       43  124    6
11646 startMotion   B8       -1   63    1
11646 startMotion   C5       -1   96    2
11646 startMotion  C14       19   89    5
11646 startMotion   B9       43  124    6
11647 endMotion     B6       15  125    3
11648 startMotion   B6       15  125    3
11648 endMotion     A2       41   22    4
11649 startMotion   A2       41   22    4
11650 endMotion    C13       19   89    5
11650 endMotion    B10       43  124    6
11650 endMotion     C4       -1   96    2
11650 endMotion     B9       -1   63    1
11651 startMotion  C13       19   89    5
11651 startMotion   B9       -1   63    1
11651 startMotion   C4       -1   96    2
11651 startMotion  B10       43  124    6
11652 endMotion     B7       15  125    3
11653 startMotion   B7       15  125    3
11655 movebox2tr             -1  del    4
11655 endMotion     A1       -1   -1    4
11655 endMotion    B11       43  124    6
11655 endMotion    C12       19   89    5
11655 endMotion     C3       -1   96    2
11656 startMotion   C3       -1   96    2
11656 startMotion  C12       19   89    5
11656 startMotion  B11       43  124    6
11656 startMotion   A1       -1   40    4
11657 movebox2bot            44   63    1
11657 endMotion    B10       44   63    1
11657 endMotion     B8       15  125    3
11657 endMotion     B1       -1   40    4
11658 startMotion   B8       15  125    3
11658 startMotion  B10       44   63    1
11658 startMotion   B1       -1   40    4
11660 endMotion    C11       19   89    5
11660 endMotion    B12       43  124    6
11660 endMotion     C2       -1   96    2
11661 startMotion  B12       43  124    6
11661 startMotion  C11       19   89    5
11661 startMotion   C2       -1   96    2
11662 endMotion     B9       15  125    3
11662 endMotion     B2       -1   40    4
11662 endMotion    B11       44   63    1
11663 startMotion   B2       -1   40    4
11663 startMotion   B9       15  125    3
11663 startMotion  B11       44   63    1
11665 endMotion     C1       -1   96    2
11665 endMotion    B13       43  124    6
11665 endMotion    C10       19   89    5
11666 startMotion  B13       43  124    6
11666 startMotion   C1       -1   96    2
11666 startMotion  C10       19   89    5
11667 endMotion     B3       -1   40    4
11667 endMotion    B10       15  125    3
11667 endMotion    B12       44   63    1
11668 startMotion   B3       -1   40    4
11668 startMotion  B10       15  125    3
11668 startMotion  B12       44   63    1
11670 endMotion    B14       43  124    6
11670 endMotion     C9       19   89    5
11671 startMotion   C9       19   89    5
11671 endMotion     B1       -1   96    2
11671 startMotion  B14       43  124    6
11672 endMotion     B4       -1   40    4
11672 startMotion   B1       -1   96    2
11672 endMotion    B11       15  125    3
11672 endMotion    B13       44   63    1
11673 startMotion   B4       -1   40    4
11673 startMotion  B11       15  125    3
11673 startMotion  B13       44   63    1
11675 endMotion     C8       19   89    5
11675 endMotion    B15       43  124    6
11676 startMotion  B15       43  124    6
11676 startMotion   C8       19   89    5
11676 endMotion     B2       -1   96    2
11677 endMotion    B12       15  125    3
11677 endMotion    B14       44   63    1
11677 startMotion   B2       -1   96    2
11677 endMotion     B5       -1   40    4
11678 startMotion  B14       44   63    1
11678 startMotion   B5       -1   40    4
11678 startMotion  B12       15  125    3
11680 endMotion    B16       43  124    6
11681 startMotion  B16       43  124    6
11681 endMotion     B3       -1   96    2
11682 endMotion    B15       44   63    1
11682 endMotion     B6       -1   40    4
11682 movebox2channel        -1   89    5
11682 endMotion     C7       -1   89    5
11682 endMotion    A16       43  124    6
11682 endMotion    B13       15  125    3
11682 startMotion   B3       -1   96    2
11683 startMotion  B13       15  125    3
11683 startMotion  A16       43  124    6
11683 startMotion  B15       44   63    1
11683 startMotion   C7       -1   89    5
11683 startMotion   B6       -1   40    4
11686 endMotion     B4       -1   96    2
11687 endMotion    B14       15  125    3
11687 endMotion     B7       -1   40    4
11687 endMotion    A15       43  124    6
11687 startMotion   B4       -1   96    2
11687 endMotion    B16       44   63    1
11687 endMotion     C6       -1   89    5
11688 startMotion  A15       43  124    6
11688 startMotion  B16       44   63    1
11688 startMotion   B7       -1   40    4
11688 startMotion   C6       -1   89    5
11688 startMotion  B14       15  125    3
11689 endMotion    A16       44   63    1
11690 startMotion  A16       44   63    1
11691 endMotion     B5       -1   96    2
11692 endMotion    A14       43  124    6
11692 endMotion    B15       15  125    3
11692 endMotion     C5       -1   89    5
11692 endMotion     B8       -1   40    4
11692 startMotion   B5       -1   96    2
11693 startMotion   B8       -1   40    4
11693 startMotion   C5       -1   89    5
11693 startMotion  B15       15  125    3
11693 startMotion  A14       43  124    6
11694 endMotion    A15       44   63    1
11695 startMotion  A15       44   63    1
11696 endMotion     B6       -1   96    2
11697 endMotion     B9       -1   40    4
11697 endMotion     C4       -1   89    5
11697 startMotion   B6       -1   96    2
11697 endMotion    A13       43  124    6
11697 endMotion    B16       15  125    3
11698 startMotion  A13       43  124    6
11698 startMotion  B16       15  125    3
11698 startMotion   B9       -1   40    4
11698 startMotion   C4       -1   89    5
11699 endMotion    A14       44   63    1
11700 startMotion  A14       44   63    1
11702 endMotion    B10       -1   40    4
11702 endMotion     C3       -1   89    5
11702 endMotion    A12       43  124    6
11703 startMotion   C3       -1   89    5
11703 startMotion  B10       -1   40    4
11703 endMotion    C16       15  125    3
11703 startMotion  A12       43  124    6
11703 movebox2bot            12   96    2
11703 endMotion     B7       12   96    2
11704 startMotion  C16       15  125    3
11704 endMotion    A13       44   63    1
11704 startMotion   B7       12   96    2
11705 startMotion  A13       44   63    1
11707 endMotion    B11       -1   40    4
11707 endMotion    A11       43  124    6
11707 endMotion     C2       -1   89    5
11708 startMotion   C2       -1   89    5
11708 startMotion  B11       -1   40    4
11708 startMotion  A11       43  124    6
11708 endMotion     B8       12   96    2
11708 endMotion    C15       15  125    3
11709 endMotion    A12       44   63    1
11709 startMotion  C15       15  125    3
11709 startMotion   B8       12   96    2
11710 startMotion  A12       44   63    1
11712 endMotion     C1       -1   89    5
11712 endMotion    A10       43  124    6
11713 startMotion  A10       43  124    6
11713 endMotion     B9       12   96    2
11713 endMotion    C14       15  125    3
11713 startMotion   C1       -1   89    5
11714 startMotion   B9       12   96    2
11714 movebox2bot             1   40    4
11714 endMotion    B12        1   40    4
11714 startMotion  C14       15  125    3
11714 endMotion    A11       44   63    1
11715 startMotion  B12        1   40    4
11715 startMotion  A11       44   63    1
11717 endMotion     A9       43  124    6
11718 startMotion   A9       43  124    6
11718 endMotion    C13       15  125    3
11718 endMotion     B1       -1   89    5
11718 endMotion    B10       12   96    2
11719 startMotion  B10       12   96    2
11719 endMotion    A10       44   63    1
11719 endMotion    B13        1   40    4
11719 startMotion   B1       -1   89    5
11719 startMotion  C13       15  125    3
11720 startMotion  B13        1   40    4
11720 startMotion  A10       44   63    1
11722 endMotion     A8       43  124    6
11723 endMotion    C12       15  125    3
11723 endMotion     B2       -1   89    5
11723 startMotion   A8       43  124    6
11723 endMotion    B11       12   96    2
11724 startMotion  C12       15  125    3
11724 endMotion    B14        1   40    4
11724 startMotion   B2       -1   89    5
11724 startMotion  B11       12   96    2
11724 endMotion     A9       44   63    1
11725 startMotion   A9       44   63    1
11725 startMotion  B14        1   40    4
11727 endMotion     A7       43  124    6
11728 endMotion     B3       -1   89    5
11728 endMotion    B12       12   96    2
11728 startMotion   A7       43  124    6
11728 endMotion    C11       15  125    3
11729 endMotion     A8       44   63    1
11729 startMotion   B3       -1   89    5
11729 startMotion  C11       15  125    3
11729 endMotion    B15        1   40    4
11729 startMotion  B12       12   96    2
11730 startMotion  B15        1   40    4
11730 startMotion   A8       44   63    1
11732 endMotion     A6       43  124    6
11733 endMotion     B4       -1   89    5
11733 endMotion    B13       12   96    2
11733 endMotion    C10       15  125    3
11733 startMotion   A6       43  124    6
11734 startMotion   B4       -1   89    5
11734 endMotion     A7       44   63    1
11734 startMotion  B13       12   96    2
11734 endMotion    B16        1   40    4
11734 startMotion  C10       15  125    3
11735 startMotion   A7       44   63    1
11735 startMotion  B16        1   40    4
11737 endMotion     A5       43  124    6
11738 endMotion     B5       -1   89    5
11738 startMotion   A5       43  124    6
11738 endMotion    B14       12   96    2
11738 endMotion     C9       15  125    3
11739 startMotion   C9       15  125    3
11739 startMotion   B5       -1   89    5
11739 endMotion     A6       44   63    1
11739 startMotion  B14       12   96    2
11740 endMotion    C16        1   40    4
11740 startMotion   A6       44   63    1
11741 startMotion  C16        1   40    4
11742 endMotion     A4       43  124    6
11743 endMotion    B15       12   96    2
11743 startMotion   A4       43  124    6
11743 endMotion     C8       15  125    3
11743 endMotion     B6       -1   89    5
11744 startMotion  B15       12   96    2
11744 endMotion     A5       44   63    1
11744 startMotion   C8       15  125    3
11744 startMotion   B6       -1   89    5
11745 endMotion    C15        1   40    4
11745 startMotion   A5       44   63    1
11746 startMotion  C15        1   40    4
11747 endMotion     A3       43  124    6
11748 endMotion     C7       15  125    3
11748 endMotion     B7       -1   89    5
11748 endMotion    B16       12   96    2
11748 startMotion   A3       43  124    6
11749 endMotion     A4       44   63    1
11749 startMotion   B7       -1   89    5
11749 startMotion   C7       15  125    3
11749 startMotion  B16       12   96    2
11750 startMotion   A4       44   63    1
11750 endMotion    C14        1   40    4
11751 startMotion  C14        1   40    4
11752 endMotion     A2       43  124    6
11753 endMotion     C6       15  125    3
11753 startMotion   A2       43  124    6
11754 startMotion   C6       15  125    3
11754 endMotion     A3       44   63    1
11754 endMotion    C16       12   96    2
11755 endMotion    C13        1   40    4
11755 movebox2bot            34   89    5
11755 endMotion     B8       34   89    5
11755 startMotion  C16       12   96    2
11755 startMotion   A3       44   63    1
11756 startMotion  C13        1   40    4
11756 startMotion   B8       34   89    5
11758 endMotion     C5       15  125    3
11759 movebox2tr             -1  del    6
11759 endMotion     A1       -1   -1    6
11759 startMotion   C5       15  125    3
11759 endMotion     A2       44   63    1
11759 endMotion    C15       12   96    2
11760 endMotion    C12        1   40    4
11760 startMotion   A1       -1  123    6
11760 startMotion   A2       44   63    1
11760 startMotion  C15       12   96    2
11760 endMotion     B9       34   89    5
11761 startMotion   B9       34   89    5
11761 endMotion     B1       -1  123    6
11761 startMotion  C12        1   40    4
11762 startMotion   B1       -1  123    6
11763 endMotion     C4       15  125    3
11764 endMotion    C14       12   96    2
11764 startMotion   C4       15  125    3
11765 startMotion  C14       12   96    2
11765 endMotion    B10       34   89    5
11766 startMotion  B10       34   89    5
11766 movebox2tr             -1  del    1
11766 endMotion     A1       -1   -1    1
11766 endMotion     B2       -1  123    6
11767 movebox2channel        -1   40    4
11767 endMotion    C11       -1   40    4
11767 startMotion   B2       -1  123    6
11767 startMotion   A1       -1   14    1
11768 startMotion  C11       -1   40    4
11768 endMotion     B1       -1   14    1
11769 startMotion   B1       -1   14    1
11769 endMotion    C13       12   96    2
11770 movebox2channel        -1  125    3
11770 endMotion     C3       -1  125    3
11770 endMotion    B11       34   89    5
11770 startMotion  C13       12   96    2
11771 startMotion  B11       34   89    5
11771 endMotion     B3       -1  123    6
11771 startMotion   C3       -1  125    3
11772 endMotion    C10       -1   40    4
11772 startMotion   B3       -1  123    6
11773 startMotion  C10       -1   40    4
11773 endMotion     B2       -1   14    1
11774 endMotion    C12       12   96    2
11774 startMotion   B2       -1   14    1
11775 startMotion  C12       12   96    2
11775 endMotion    B12       34   89    5
11775 endMotion     C2       -1  125    3
11776 startMotion   C2       -1  125    3
11776 startMotion  B12       34   89    5
11777 endMotion     C9       -1   40    4
11778 endMotion     B3       -1   14    1
11778 startMotion   C9       -1   40    4
11778 movebox2bot            47  123    6
11778 endMotion     B4       47  123    6
11779 startMotion   B3       -1   14    1
11779 startMotion   B4       47  123    6
11779 endMotion    C11       12   96    2
11780 endMotion     C1       -1  125    3
11780 startMotion  C11       12   96    2
11780 endMotion    B13       34   89    5
11781 startMotion   C1       -1  125    3
11781 startMotion  B13       34   89    5
11782 endMotion     C8       -1   40    4
11783 startMotion   C8       -1   40    4
11783 endMotion     B4       -1   14    1
11783 endMotion     B5       47  123    6
11784 endMotion    C10       12   96    2
11784 startMotion   B4       -1   14    1
11784 startMotion   B5       47  123    6
11785 startMotion  C10       12   96    2
11785 endMotion    B14       34   89    5
11786 startMotion  B14       34   89    5
11786 endMotion     B1       -1  125    3
11787 endMotion     C7       -1   40    4
11787 startMotion   B1       -1  125    3
11788 endMotion     B6       47  123    6
11788 endMotion     B5       -1   14    1
11788 startMotion   C7       -1   40    4
11789 startMotion   B5       -1   14    1
11789 startMotion   B6       47  123    6
11789 endMotion     C9       12   96    2
11790 endMotion    B15       34   89    5
11790 startMotion   C9       12   96    2
11791 startMotion  B15       34   89    5
11791 endMotion     B2       -1  125    3
11792 startMotion   B2       -1  125    3
11792 endMotion     C6       -1   40    4
11793 endMotion     B7       47  123    6
11793 startMotion   C6       -1   40    4
11793 endMotion     B6       -1   14    1
11794 startMotion   B6       -1   14    1
11794 startMotion   B7       47  123    6
11794 endMotion     C8       12   96    2
11795 endMotion    B16       34   89    5
11795 startMotion   C8       12   96    2
11796 startMotion  B16       34   89    5
11796 endMotion     B3       -1  125    3
11797 endMotion     C5       -1   40    4
11797 startMotion   B3       -1  125    3
11798 endMotion     B8       47  123    6
11798 endMotion     B7       -1   14    1
11798 startMotion   C5       -1   40    4
11799 startMotion   B8       47  123    6
11799 startMotion   B7       -1   14    1
11799 endMotion     C7       12   96    2
11800 startMotion   C7       12   96    2
11801 endMotion    C16       34   89    5
11802 startMotion  C16       34   89    5
11802 endMotion     C4       -1   40    4
11803 startMotion   C4       -1   40    4
11803 movebox2bot            45  125    3
11803 endMotion     B4       45  125    3
11803 endMotion     B8       -1   14    1
11803 endMotion     B9       47  123    6
11804 startMotion   B4       45  125    3
11804 startMotion   B9       47  123    6
11804 startMotion   B8       -1   14    1
11806 movebox2channel        -1   96    2
11806 endMotion     C6       -1   96    2
11806 endMotion    C15       34   89    5
11807 startMotion   C6       -1   96    2
11807 endMotion     C3       -1   40    4
11807 startMotion  C15       34   89    5
11808 endMotion     B5       45  125    3
11808 endMotion    B10       47  123    6
11808 endMotion     B9       -1   14    1
11808 startMotion   C3       -1   40    4
11809 startMotion   B9       -1   14    1
11809 startMotion  B10       47  123    6
11809 startMotion   B5       45  125    3
11811 endMotion    C14       34   89    5
11811 endMotion     C5       -1   96    2
11812 endMotion     C2       -1   40    4
11812 startMotion   C5       -1   96    2
11812 startMotion  C14       34   89    5
11813 endMotion     B6       45  125    3
11813 endMotion    B11       47  123    6
11813 startMotion   C2       -1   40    4
11813 endMotion    B10       -1   14    1
11814 startMotion  B11       47  123    6
11814 startMotion  B10       -1   14    1
11814 startMotion   B6       45  125    3
11816 endMotion     C4       -1   96    2
11816 endMotion    C13       34   89    5
11817 startMotion   C4       -1   96    2
11817 startMotion  C13       34   89    5
11817 endMotion     C1       -1   40    4
11818 endMotion    B11       -1   14    1
11818 startMotion   C1       -1   40    4
11818 endMotion     B7       45  125    3
11818 endMotion    B12       47  123    6
11819 startMotion  B11       -1   14    1
11819 startMotion   B7       45  125    3
11819 startMotion  B12       47  123    6
11821 endMotion     C3       -1   96    2
11821 endMotion    C12       34   89    5
11822 startMotion  C12       34   89    5
11822 startMotion   C3       -1   96    2
11823 endMotion     B8       45  125    3
11823 endMotion     B1       -1   40    4
11823 endMotion    B12       -1   14    1
11823 endMotion    B13       47  123    6
11824 startMotion   B8       45  125    3
11824 startMotion   B1       -1   40    4
11824 startMotion  B12       -1   14    1
11824 startMotion  B13       47  123    6
11826 endMotion    C11       34   89    5
11826 endMotion     C2       -1   96    2
11827 startMotion  C11       34   89    5
11827 startMotion   C2       -1   96    2
11828 endMotion     B2       -1   40    4
11828 endMotion     B9       45  125    3
11828 endMotion    B13       -1   14    1
11828 endMotion    B14       47  123    6
11829 startMotion   B9       45  125    3
11829 startMotion   B2       -1   40    4
11829 startMotion  B14       47  123    6
11829 startMotion  B13       -1   14    1
11831 endMotion    C10       34   89    5
11831 endMotion     C1       -1   96    2
11832 startMotion  C10       34   89    5
11832 startMotion   C1       -1   96    2
11833 endMotion    B10       45  125    3
11833 endMotion     B3       -1   40    4
11833 endMotion    B14       -1   14    1
11833 endMotion    B15       47  123    6
11834 startMotion   B3       -1   40    4
11834 startMotion  B14       -1   14    1
11834 startMotion  B10       45  125    3
11834 startMotion  B15       47  123    6
11836 endMotion     C9       34   89    5
11837 endMotion     B1       -1   96    2
11837 startMotion   C9       34   89    5
11838 endMotion    B11       45  125    3
11838 endMotion     B4       -1   40    4
11838 endMotion    B16       47  123    6
11838 startMotion   B1       -1   96    2
11839 startMotion  B16       47  123    6
11839 startMotion  B11       45  125    3
11839 startMotion   B4       -1   40    4
11840 endMotion    A16       47  123    6
11840 movebox2bot            39   14    1
11840 endMotion    B15       39   14    1
11841 startMotion  B15       39   14    1
11841 startMotion  A16       47  123    6
11841 endMotion     C8       34   89    5
11842 endMotion     B2       -1   96    2
11842 startMotion   C8       34   89    5
11843 endMotion     B5       -1   40    4
11843 startMotion   B2       -1   96    2
11843 endMotion    B12       45  125    3
11844 startMotion  B12       45  125    3
11844 startMotion   B5       -1   40    4
11845 endMotion    A15       47  123    6
11845 endMotion    B16       39   14    1
11846 startMotion  A15       47  123    6
11846 startMotion  B16       39   14    1
11847 endMotion     B3       -1   96    2
11848 startMotion   B3       -1   96    2
11848 movebox2channel        -1   89    5
11848 endMotion     C7       -1   89    5
11848 endMotion     B6       -1   40    4
11848 endMotion    B13       45  125    3
11849 startMotion   C7       -1   89    5
11849 startMotion   B6       -1   40    4
11849 startMotion  B13       45  125    3
11850 endMotion    A14       47  123    6
11851 endMotion    C16       39   14    1
11851 startMotion  A14       47  123    6
11852 startMotion  C16       39   14    1
11852 endMotion     B4       -1   96    2
11853 endMotion    B14       45  125    3
11853 endMotion     B7       -1   40    4
11853 startMotion   B4       -1   96    2
11853 endMotion     C6       -1   89    5
11854 startMotion   C6       -1   89    5
11854 startMotion  B14       45  125    3
11854 startMotion   B7       -1   40    4
11855 endMotion    A13       47  123    6
11856 startMotion  A13       47  123    6
11856 endMotion    C15       39   14    1
11857 startMotion  C15       39   14    1
11857 endMotion     B5       -1   96    2
11858 endMotion    B15       45  125    3
11858 endMotion     B8       -1   40    4
11858 endMotion     C5       -1   89    5
11858 startMotion   B5       -1   96    2
11859 startMotion   C5       -1   89    5
11859 startMotion   B8       -1   40    4
11859 startMotion  B15       45  125    3
11860 endMotion    A12       47  123    6
11861 startMotion  A12       47  123    6
11862 endMotion     B6       -1   96    2
11863 movebox2channel        -1   14    1
11863 endMotion    C14       -1   14    1
11863 startMotion   B6       -1   96    2
11863 endMotion     C4       -1   89    5
11863 endMotion    B16       45  125    3
11863 endMotion     B9       -1   40    4
11864 startMotion   B9       -1   40    4
11864 startMotion  B16       45  125    3
11864 startMotion  C14       -1   14    1
11864 startMotion   C4       -1   89    5
11865 endMotion    A16       45  125    3
11865 endMotion    A11       47  123    6
11866 startMotion  A16       45  125    3
11866 startMotion  A11       47  123    6
11868 endMotion    B10       -1   40    4
11868 endMotion    C13       -1   14    1
11868 endMotion     C3       -1   89    5
11869 movebox2bot            17   96    2
11869 endMotion     B7       17   96    2
11869 startMotion   C3       -1   89    5
11869 startMotion  C13       -1   14    1
11869 startMotion  B10       -1   40    4
11870 startMotion   B7       17   96    2
11870 endMotion    A15       45  125    3
11870 endMotion    A10       47  123    6
11871 startMotion  A15       45  125    3
11871 startMotion  A10       47  123    6
11873 endMotion    C12       -1   14    1
11873 endMotion     C2       -1   89    5
11873 endMotion    B11       -1   40    4
11874 startMotion  B11       -1   40    4
11874 startMotion  C12       -1   14    1
11874 endMotion     B8       17   96    2
11874 startMotion   C2       -1   89    5
11875 startMotion   B8       17   96    2
11875 endMotion    A14       45  125    3
11875 endMotion     A9       47  123    6
11876 startMotion   A9       47  123    6
11876 startMotion  A14       45  125    3
11878 endMotion     C1       -1   89    5
11878 endMotion    C11       -1   14    1
11879 startMotion   C1       -1   89    5
11879 endMotion     B9       17   96    2
11879 startMotion  C11       -1   14    1
11880 movebox2bot             6   40    4
11880 endMotion    B12        6   40    4
11880 startMotion   B9       17   96    2
11880 endMotion     A8       47  123    6
11880 endMotion    A13       45  125    3
11881 startMotion  B12        6   40    4
11881 startMotion   A8       47  123    6
11881 startMotion  A13       45  125    3
11883 endMotion    C10       -1   14    1
11884 startMotion  C10       -1   14    1
11884 endMotion     B1       -1   89    5
11884 endMotion    B10       17   96    2
11885 endMotion    A12       45  125    3
11885 startMotion  B10       17   96    2
11885 endMotion    B13        6   40    4
11885 startMotion   B1       -1   89    5
11885 endMotion     A7       47  123    6
11886 startMotion  B13        6   40    4
11886 startMotion   A7       47  123    6
11886 startMotion  A12       45  125    3
11888 endMotion     C9       -1   14    1
11889 startMotion   C9       -1   14    1
11889 endMotion     B2       -1   89    5
11889 endMotion    B11       17   96    2
11890 endMotion     A6       47  123    6
11890 endMotion    A11       45  125    3
11890 startMotion   B2       -1   89    5
11890 startMotion  B11       17   96    2
11890 endMotion    B14        6   40    4
11891 startMotion   A6       47  123    6
11891 startMotion  B14        6   40    4
11891 startMotion  A11       45  125    3
11893 endMotion     C8       -1   14    1
11894 endMotion    B12       17   96    2
11894 endMotion     B3       -1   89    5
11894 startMotion   C8       -1   14    1
11895 endMotion     A5       47  123    6
11895 endMotion    B15        6   40    4
11895 startMotion  B12       17   96    2
11895 startMotion   B3       -1   89    5
11895 endMotion    A10       45  125    3
11896 startMotion  A10       45  125    3
11896 startMotion   A5       47  123    6
11896 startMotion  B15        6   40    4
11898 endMotion     C7       -1   14    1
11899 endMotion    B13       17   96    2
11899 endMotion     B4       -1   89    5
11899 startMotion   C7       -1   14    1
11900 endMotion     A4       47  123    6
11900 startMotion  B13       17   96    2
11900 startMotion   B4       -1   89    5
11900 endMotion    B16        6   40    4
11900 endMotion     A9       45  125    3
11901 startMotion   A9       45  125    3
11901 startMotion  B16        6   40    4
11901 startMotion   A4       47  123    6
11903 endMotion     C6       -1   14    1
11904 endMotion     B5       -1   89    5
11904 endMotion    B14       17   96    2
11904 startMotion   C6       -1   14    1
11905 endMotion     A8       45  125    3
11905 startMotion   B5       -1   89    5
11905 endMotion     A3       47  123    6
11905 startMotion  B14       17   96    2
11906 endMotion    C16        6   40    4
11906 startMotion   A3       47  123    6
11906 startMotion   A8       45  125    3
11907 startMotion  C16        6   40    4
11908 endMotion     C5       -1   14    1
11909 startMotion   C5       -1   14    1
11909 endMotion    B15       17   96    2
11909 endMotion     B6       -1   89    5
11910 endMotion     A7       45  125    3
11910 startMotion  B15       17   96    2
