TIME  COMMAND  CELL  BOXTYPE  CHANNEL BOTID
------------------------------------------
   0 startPalletize #1
4567 movebox2tr             -1  del    4
4567 endMotion     A1       -1   -1    4
4567 endMotion     B5       -1   68    6
4567 endMotion    B10       -1   11    1
4568 endMotion     B5       -1   65    3
4568 startMotion  B10       -1   11    1
4568 endMotion     C9       -1    0    5
4568 startMotion   A1       -1  120    4
4568 startMotion   B5       -1   68    6
4569 startMotion   B5       -1   65    3
4569 endMotion     B1       -1  120    4
4569 startMotion   C9       -1    0    5
4570 endMotion     B8       -1   64    2
4570 startMotion   B1       -1  120    4
4571 startMotion   B8       -1   64    2
4572 endMotion     B6       -1   68    6
4572 endMotion    B11       -1   11    1
4573 endMotion     B6       -1   65    3
4573 endMotion     C8       -1    0    5
4573 startMotion   B6       -1   68    6
4573 startMotion  B11       -1   11    1
4574 startMotion   C8       -1    0    5
4574 endMotion     B2       -1  120    4
4574 startMotion   B6       -1   65    3
4575 startMotion   B2       -1  120    4
4575 endMotion     B9       -1   64    2
4576 startMotion   B9       -1   64    2
4577 endMotion     B7       -1   68    6
4577 endMotion    B12       -1   11    1
4578 startMotion   B7       -1   68    6
4578 startMotion  B12       -1   11    1
4578 endMotion     B7       -1   65    3
4578 endMotion     C7       -1    0    5
4579 startMotion   B7       -1   65    3
4579 endMotion     B3       -1  120    4
4579 startMotion   C7       -1    0    5
4580 startMotion   B3       -1  120    4
4582 endMotion    B13       -1   11    1
4582 endMotion     B8       -1   68    6
4582 movebox2bot            33   64    2
4582 endMotion    B10       33   64    2
4583 startMotion   B8       -1   68    6
4583 endMotion     B8       -1   65    3
4583 startMotion  B13       -1   11    1
4583 startMotion  B10       33   64    2
4583 endMotion     C6       -1    0    5
4584 startMotion   B8       -1   65    3
4584 startMotion   C6       -1    0    5
4586 movebox2bot            36  120    4
4586 endMotion     B4       36  120    4
4587 endMotion    B11       33   64    2
4587 endMotion    B14       -1   11    1
4587 endMotion     B9       -1   68    6
4587 startMotion   B4       36  120    4
4588 startMotion   B9       -1   68    6
4588 startMotion  B14       -1   11    1
4588 endMotion     C5       -1    0    5
4588 endMotion     B9       -1   65    3
4588 startMotion  B11       33   64    2
4589 startMotion   B9       -1   65    3
4589 startMotion   C5       -1    0    5
4591 endMotion     B5       36  120    4
4592 startMotion   B5       36  120    4
4592 endMotion    B12       33   64    2
4593 endMotion     C4       -1    0    5
4593 startMotion  B12       33   64    2
4594 startMotion   C4       -1    0    5
4594 movebox2bot            34   68    6
4594 endMotion    B10       34   68    6
4594 movebox2bot            17   11    1
4594 endMotion    B15       17   11    1
4595 movebox2bot            35   65    3
4595 endMotion    B10       35   65    3
4595 startMotion  B15       17   11    1
4595 startMotion  B10       34   68    6
4596 endMotion     B6       36  120    4
4596 startMotion  B10       35   65    3
4597 endMotion    B13       33   64    2
4597 startMotion   B6       36  120    4
4598 startMotion  B13       33   64    2
4598 endMotion     C3       -1    0    5
4599 startMotion   C3       -1    0    5
4599 endMotion    B11       34   68    6
4599 endMotion    B16       17   11    1
4600 endMotion    B11       35   65    3
4600 startMotion  B16       17   11    1
4600 startMotion  B11       34   68    6
4601 startMotion  B11       35   65    3
4601 endMotion     B7       36  120    4
4602 endMotion    B14       33   64    2
4602 startMotion   B7       36  120    4
4603 startMotion  B14       33   64    2
4603 endMotion     C2       -1    0    5
4604 startMotion   C2       -1    0    5
4604 endMotion    B12       34   68    6
4605 endMotion    B12       35   65    3
4605 endMotion    C16       17   11    1
4605 startMotion  B12       34   68    6
4606 startMotion  C16       17   11    1
4606 endMotion     B8       36  120    4
4606 startMotion  B12       35   65    3
4607 startMotion   B8       36  120    4
4607 endMotion    B15       33   64    2
4608 startMotion  B15       33   64    2
4608 endMotion     C1       -1    0    5
4609 startMotion   C1       -1    0    5
4609 endMotion    B13       34   68    6
4610 endMotion    C15       17   11    1
4610 endMotion    B13       35   65    3
4610 startMotion  B13       34   68    6
4611 startMotion  C15       17   11    1
4611 startMotion  B13       35   65    3
4611 endMotion     B9       36  120    4
4612 startMotion   B9       36  120    4
4612 endMotion    B16       33   64    2
4613 startMotion  B16       33   64    2
4614 endMotion    B14       34   68    6
4614 endMotion    A16       33   64    2
4614 endMotion     B1       -1    0    5
4615 startMotion   B1       -1    0    5
4615 endMotion    B14       35   65    3
4615 startMotion  A16       33   64    2
4615 startMotion  B14       34   68    6
4616 endMotion    B10       36  120    4
4616 startMotion  B14       35   65    3
4617 movebox2channel        -1   11    1
4617 endMotion    C14       -1   11    1
4617 startMotion  B10       36  120    4
4618 startMotion  C14       -1   11    1
4619 endMotion     B2       -1    0    5
4619 endMotion    A15       33   64    2
4619 endMotion    B15       34   68    6
4620 startMotion  A15       33   64    2
4620 startMotion  B15       34   68    6
4620 endMotion    B15       35   65    3
4620 startMotion   B2       -1    0    5
4621 endMotion    B11       36  120    4
4621 startMotion  B15       35   65    3
4622 endMotion    C13       -1   11    1
4622 startMotion  B11       36  120    4
4623 startMotion  C13       -1   11    1
4624 endMotion     B3       -1    0    5
4624 endMotion    A14       33   64    2
4624 endMotion    B16       34   68    6
4625 endMotion    B16       35   65    3
4625 startMotion   B3       -1    0    5
4625 startMotion  A14       33   64    2
4625 startMotion  B16       34   68    6
4626 endMotion    B12       36  120    4
4626 endMotion    A16       34   68    6
4626 startMotion  B16       35   65    3
4627 startMotion  B12       36  120    4
4627 endMotion    C12       -1   11    1
4627 startMotion  A16       34   68    6
4627 endMotion    A16       35   65    3
4628 startMotion  A16       35   65    3
4628 startMotion  C12       -1   11    1
4629 endMotion    A13       33   64    2
4629 endMotion     B4       -1    0    5
4630 startMotion   B4       -1    0    5
4630 startMotion  A13       33   64    2
4631 endMotion    A15       34   68    6
4631 endMotion    B13       36  120    4
4632 startMotion  B13       36  120    4
4632 startMotion  A15       34   68    6
4632 endMotion    C11       -1   11    1
4632 endMotion    A15       35   65    3
4633 startMotion  C11       -1   11    1
4633 startMotion  A15       35   65    3
4634 endMotion    A12       33   64    2
4634 endMotion     B5       -1    0    5
4635 startMotion   B5       -1    0    5
4635 startMotion  A12       33   64    2
4636 endMotion    B14       36  120    4
4636 endMotion    A14       34   68    6
4637 startMotion  B14       36  120    4
4637 endMotion    A14       35   65    3
4637 startMotion  A14       34   68    6
4637 endMotion    C10       -1   11    1
4638 startMotion  C10       -1   11    1
4638 startMotion  A14       35   65    3
4639 endMotion     B6       -1    0    5
4639 endMotion    A11       33   64    2
4640 startMotion  A11       33   64    2
4640 startMotion   B6       -1    0    5
4641 endMotion    B15       36  120    4
4641 endMotion    A13       34   68    6
4642 startMotion  A13       34   68    6
4642 endMotion     C9       -1   11    1
4642 startMotion  B15       36  120    4
4642 endMotion    A13       35   65    3
4643 startMotion  A13       35   65    3
4643 startMotion   C9       -1   11    1
4644 endMotion    A10       33   64    2
4644 endMotion     B7       -1    0    5
4645 startMotion  A10       33   64    2
4645 startMotion   B7       -1    0    5
4646 endMotion    A12       34   68    6
4646 endMotion    B16       36  120    4
4647 endMotion    A12       35   65    3
4647 endMotion     C8       -1   11    1
4647 startMotion  B16       36  120    4
4647 startMotion  A12       34   68    6
4648 startMotion  A12       35   65    3
4648 endMotion    A16       36  120    4
4648 startMotion   C8       -1   11    1
4649 endMotion     B8       -1    0    5
4649 startMotion  A16       36  120    4
4649 endMotion     A9       33   64    2
4650 startMotion   B8       -1    0    5
4650 startMotion   A9       33   64    2
4651 endMotion    A11       34   68    6
4652 endMotion     C7       -1   11    1
4652 startMotion  A11       34   68    6
4652 endMotion    A11       35   65    3
4653 endMotion    A15       36  120    4
4653 startMotion   C7       -1   11    1
4653 startMotion  A11       35   65    3
4654 endMotion     A8       33   64    2
4654 endMotion     B9       -1    0    5
4654 startMotion  A15       36  120    4
4655 startMotion   B9       -1    0    5
4655 startMotion   A8       33   64    2
4656 endMotion    A10       34   68    6
4657 startMotion  A10       34   68    6
4657 endMotion    A10       35   65    3
4657 endMotion     C6       -1   11    1
4658 endMotion    A14       36  120    4
4658 startMotion   C6       -1   11    1
4658 startMotion  A10       35   65    3
4659 startMotion  A14       36  120    4
4659 endMotion    B10       -1    0    5
4659 endMotion     A7       33   64    2
4660 startMotion   A7       33   64    2
4660 startMotion  B10       -1    0    5
4661 endMotion     A9       34   68    6
4662 endMotion     A9       35   65    3
4662 startMotion   A9       34   68    6
4662 endMotion     C5       -1   11    1
4663 endMotion    A13       36  120    4
4663 startMotion   A9       35   65    3
4663 startMotion   C5       -1   11    1
4664 endMotion     A6       33   64    2
4664 endMotion    B11       -1    0    5
4664 startMotion  A13       36  120    4
4665 startMotion  B11       -1    0    5
4665 startMotion   A6       33   64    2
4666 endMotion     A8       34   68    6
4667 startMotion   A8       34   68    6
4667 endMotion     A8       35   65    3
4667 endMotion     C4       -1   11    1
4668 startMotion   A8       35   65    3
4668 endMotion    A12       36  120    4
4668 startMotion   C4       -1   11    1
4669 startMotion  A12       36  120    4
4669 endMotion    B12       -1    0    5
4669 endMotion     A5       33   64    2
4670 startMotion   A5       33   64    2
4670 startMotion  B12       -1    0    5
4671 endMotion     A7       34   68    6
4672 startMotion   A7       34   68    6
4672 endMotion     C3       -1   11    1
4672 endMotion     A7       35   65    3
4673 startMotion   C3       -1   11    1
4673 endMotion    A11       36  120    4
4673 startMotion   A7       35   65    3
4674 endMotion    B13       -1    0    5
4674 endMotion     A4       33   64    2
4674 startMotion  A11       36  120    4
4675 startMotion   A4       33   64    2
4675 startMotion  B13       -1    0    5
4676 endMotion     A6       34   68    6
4677 startMotion   A6       34   68    6
4677 endMotion     C2       -1   11    1
4677 endMotion     A6       35   65    3
4678 startMotion   C2       -1   11    1
4678 startMotion   A6       35   65    3
4678 endMotion    A10       36  120    4
4679 startMotion  A10       36  120    4
4679 endMotion    B14       -1    0    5
4679 endMotion     A3       33   64    2
4680 startMotion  B14       -1    0    5
4680 startMotion   A3       33   64    2
4681 endMotion     A5       34   68    6
4682 endMotion     A5       35   65    3
4682 startMotion   A5       34   68    6
4682 endMotion     C1       -1   11    1
4683 endMotion     A9       36  120    4
4683 startMotion   A5       35   65    3
4683 startMotion   C1       -1   11    1
4684 endMotion    B15       -1    0    5
4684 startMotion   A9       36  120    4
4684 endMotion     A2       33   64    2
4685 startMotion   A2       33   64    2
4685 startMotion  B15       -1    0    5
4686 endMotion     A4       34   68    6
4687 startMotion   A4       34   68    6
4687 endMotion     A4       35   65    3
4688 endMotion     B1       -1   11    1
4688 endMotion     A8       36  120    4
4688 startMotion   A4       35   65    3
4689 startMotion   A8       36  120    4
4689 startMotion   B1       -1   11    1
4691 movebox2tr             -1  del    2
4691 endMotion     A1       -1   -1    2
4691 movebox2bot            26    0    5
4691 endMotion    B16       26    0    5
4691 endMotion     A3       34   68    6
4692 startMotion   A3       34   68    6
4692 startMotion   A1       -1   63    2
4692 startMotion  B16       26    0    5
4692 endMotion     A3       35   65    3
4693 endMotion     B1       -1   63    2
4693 startMotion   A3       35   65    3
4693 endMotion    A16       26    0    5
4693 endMotion     A7       36  120    4
4693 endMotion     B2       -1   11    1
4694 startMotion  A16       26    0    5
4694 startMotion   B1       -1   63    2
4694 startMotion   B2       -1   11    1
4694 startMotion   A7       36  120    4
4696 endMotion     A2       34   68    6
4697 endMotion     A2       35   65    3
4697 startMotion   A2       34   68    6
4698 startMotion   A2       35   65    3
4698 endMotion     A6       36  120    4
4698 endMotion     B2       -1   63    2
4698 endMotion    A15       26    0    5
4698 endMotion     B3       -1   11    1
4699 startMotion   B2       -1   63    2
4699 startMotion   A6       36  120    4
4699 startMotion   B3       -1   11    1
4699 startMotion  A15       26    0    5
4703 endMotion     B4       -1   11    1
4703 movebox2tr             -1  del    6
4703 endMotion     A1       -1   -1    6
4703 endMotion    A14       26    0    5
4703 endMotion     A5       36  120    4
4703 endMotion     B3       -1   63    2
4704 movebox2tr             -1  del    3
4704 endMotion     A1       -1   -1    3
4704 startMotion  A14       26    0    5
4704 startMotion   B4       -1   11    1
4704 startMotion   B3       -1   63    2
4704 startMotion   A1       -1   83    6
4704 startMotion   A5       36  120    4
4705 endMotion     B1       -1   83    6
4705 startMotion   A1       -1  124    3
4706 endMotion     B1       -1  124    3
4706 startMotion   B1       -1   83    6
4707 startMotion   B1       -1  124    3
4708 endMotion    A13       26    0    5
4708 endMotion     B5       -1   11    1
4708 endMotion     B4       -1   63    2
4708 endMotion     A4       36  120    4
4709 startMotion   A4       36  120    4
4709 startMotion  A13       26    0    5
4709 startMotion   B5       -1   11    1
4709 startMotion   B4       -1   63    2
4710 endMotion     B2       -1   83    6
4711 startMotion   B2       -1   83    6
4711 endMotion     B2       -1  124    3
4712 startMotion   B2       -1  124    3
4713 endMotion    A12       26    0    5
4713 endMotion     B6       -1   11    1
4713 endMotion     A3       36  120    4
4713 endMotion     B5       -1   63    2
4714 startMotion   B5       -1   63    2
4714 startMotion   A3       36  120    4
4714 startMotion  A12       26    0    5
4714 startMotion   B6       -1   11    1
4715 endMotion     B3       -1   83    6
4716 startMotion   B3       -1   83    6
4716 endMotion     B3       -1  124    3
4717 startMotion   B3       -1  124    3
4718 endMotion     B6       -1   63    2
4718 endMotion     A2       36  120    4
4718 endMotion     B7       -1   11    1
4718 endMotion    A11       26    0    5
4719 startMotion   A2       36  120    4
4719 startMotion   B7       -1   11    1
4719 startMotion  A11       26    0    5
4719 startMotion   B6       -1   63    2
4720 endMotion     B4       -1   83    6
4721 startMotion   B4       -1   83    6
4723 endMotion    A10       26    0    5
4723 movebox2bot            39  124    3
4723 endMotion     B4       39  124    3
4723 endMotion     B7       -1   63    2
4723 endMotion     B8       -1   11    1
4724 startMotion   B7       -1   63    2
4724 startMotion   B8       -1   11    1
4724 startMotion   B4       39  124    3
4724 startMotion  A10       26    0    5
4725 endMotion     B5       -1   83    6
4725 movebox2tr             -1  del    4
4725 endMotion     A1       -1   -1    4
4726 startMotion   B5       -1   83    6
4726 startMotion   A1       -1   91    4
4727 endMotion     B1       -1   91    4
4728 endMotion     B5       39  124    3
4728 endMotion     B9       -1   11    1
4728 endMotion     A9       26    0    5
4728 endMotion     B8       -1   63    2
4728 startMotion   B1       -1   91    4
4729 startMotion   B9       -1   11    1
4729 startMotion   A9       26    0    5
4729 startMotion   B8       -1   63    2
4729 startMotion   B5       39  124    3
4730 endMotion     B6       -1   83    6
4731 startMotion   B6       -1   83    6
4732 endMotion     B2       -1   91    4
4733 startMotion   B2       -1   91    4
4733 endMotion     B6       39  124    3
4733 endMotion     B9       -1   63    2
4733 endMotion     A8       26    0    5
4733 endMotion    B10       -1   11    1
4734 startMotion   B6       39  124    3
4734 startMotion   A8       26    0    5
4734 startMotion  B10       -1   11    1
4734 startMotion   B9       -1   63    2
4735 endMotion     B7       -1   83    6
4736 startMotion   B7       -1   83    6
4737 endMotion     B3       -1   91    4
4738 startMotion   B3       -1   91    4
4738 endMotion    B11       -1   11    1
4738 endMotion     B7       39  124    3
4738 endMotion     A7       26    0    5
4739 startMotion  B11       -1   11    1
4739 startMotion   B7       39  124    3
4739 startMotion   A7       26    0    5
4740 movebox2bot            37   63    2
4740 endMotion    B10       37   63    2
4741 startMotion  B10       37   63    2
4742 movebox2bot             9   83    6
4742 endMotion     B8        9   83    6
4742 endMotion     B4       -1   91    4
4743 startMotion   B4       -1   91    4
4743 startMotion   B8        9   83    6
4743 endMotion     A6       26    0    5
4743 endMotion    B12       -1   11    1
4743 endMotion     B8       39  124    3
4744 startMotion  B12       -1   11    1
4744 startMotion   B8       39  124    3
4744 startMotion   A6       26    0    5
4745 endMotion    B11       37   63    2
4746 startMotion  B11       37   63    2
4747 endMotion     B9        9   83    6
4747 endMotion     B5       -1   91    4
4748 endMotion     B9       39  124    3
4748 startMotion   B5       -1   91    4
4748 endMotion    B13       -1   11    1
4748 startMotion   B9        9   83    6
4748 endMotion     A5       26    0    5
4749 startMotion   A5       26    0    5
4749 startMotion  B13       -1   11    1
4749 startMotion   B9       39  124    3
4750 endMotion    B12       37   63    2
4751 startMotion  B12       37   63    2
4752 endMotion     B6       -1   91    4
4752 endMotion    B10        9   83    6
4753 endMotion    B14       -1   11    1
4753 endMotion    B10       39  124    3
4753 startMotion   B6       -1   91    4
4753 endMotion     A4       26    0    5
4753 startMotion  B10        9   83    6
4754 startMotion   A4       26    0    5
4754 startMotion  B14       -1   11    1
4754 startMotion  B10       39  124    3
4755 endMotion    B13       37   63    2
4756 startMotion  B13       37   63    2
4757 endMotion    B11        9   83    6
4758 startMotion  B11        9   83    6
4758 endMotion    B11       39  124    3
4758 endMotion     A3       26    0    5
4759 startMotion   A3       26    0    5
4759 startMotion  B11       39  124    3
4759 movebox2bot            40   91    4
4759 endMotion     B7       40   91    4
4760 startMotion   B7       40   91    4
4760 endMotion    B14       37   63    2
4760 movebox2bot            27   11    1
4760 endMotion    B15       27   11    1
4761 startMotion  B15       27   11    1
4761 startMotion  B14       37   63    2
4762 endMotion    B12        9   83    6
4763 endMotion    B12       39  124    3
4763 startMotion  B12        9   83    6
4763 endMotion     A2       26    0    5
4764 startMotion  B12       39  124    3
4764 endMotion     B8       40   91    4
4764 startMotion   A2       26    0    5
4765 endMotion    B16       27   11    1
4765 startMotion   B8       40   91    4
4765 endMotion    B15       37   63    2
4766 startMotion  B15       37   63    2
4766 startMotion  B16       27   11    1
4767 endMotion    A16       27   11    1
4767 endMotion    B13        9   83    6
4768 startMotion  A16       27   11    1
4768 startMotion  B13        9   83    6
4768 endMotion    B13       39  124    3
4769 startMotion  B13       39  124    3
4769 endMotion     B9       40   91    4
4770 endMotion    B16       37   63    2
4770 movebox2tr             -1  del    5
4770 endMotion     A1       -1   -1    5
4770 startMotion   B9       40   91    4
4771 startMotion  B16       37   63    2
4771 startMotion   A1       -1   12    5
4772 endMotion    A15       27   11    1
4772 endMotion    B14        9   83    6
4772 endMotion     B1       -1   12    5
4772 endMotion    A16       37   63    2
4773 startMotion  A15       27   11    1
4773 startMotion  A16       37   63    2
4773 endMotion    B14       39  124    3
4773 startMotion  B14        9   83    6
4773 startMotion   B1       -1   12    5
4774 endMotion    B10       40   91    4
4774 startMotion  B14       39  124    3
4775 startMotion  B10       40   91    4
4777 endMotion     B2       -1   12    5
4777 endMotion    A15       37   63    2
4777 endMotion    B15        9   83    6
4777 endMotion    A14       27   11    1
4778 startMotion  B15        9   83    6
4778 startMotion   B2       -1   12    5
4778 endMotion    B15       39  124    3
4778 startMotion  A15       37   63    2
4778 startMotion  A14       27   11    1
4779 startMotion  B15       39  124    3
4779 endMotion    B11       40   91    4
4780 startMotion  B11       40   91    4
4782 endMotion    A14       37   63    2
4782 endMotion    A13       27   11    1
4782 endMotion    B16        9   83    6
4782 endMotion     B3       -1   12    5
4783 startMotion  A14       37   63    2
4783 startMotion  A13       27   11    1
4783 startMotion   B3       -1   12    5
4783 startMotion  B16        9   83    6
4783 endMotion    B16       39  124    3
4784 startMotion  B16       39  124    3
4784 endMotion    B12       40   91    4
4785 startMotion  B12       40   91    4
4785 endMotion    A16       39  124    3
4786 startMotion  A16       39  124    3
4787 endMotion    A12       27   11    1
4787 endMotion     B4       -1   12    5
4787 endMotion    A13       37   63    2
4788 endMotion    C16        9   83    6
4788 startMotion  A13       37   63    2
4788 startMotion   B4       -1   12    5
4788 startMotion  A12       27   11    1
4789 startMotion  C16        9   83    6
4789 endMotion    B13       40   91    4
4790 startMotion  B13       40   91    4
4790 endMotion    A15       39  124    3
4791 startMotion  A15       39  124    3
4792 endMotion    A12       37   63    2
4792 endMotion    A11       27   11    1
4792 endMotion     B5       -1   12    5
4793 startMotion  A11       27   11    1
4793 startMotion  A12       37   63    2
4793 startMotion   B5       -1   12    5
4793 endMotion    C15        9   83    6
4794 endMotion    B14       40   91    4
4794 startMotion  C15        9   83    6
4795 endMotion    A14       39  124    3
4795 startMotion  B14       40   91    4
4796 startMotion  A14       39  124    3
4797 endMotion    A11       37   63    2
4797 endMotion    A10       27   11    1
4797 endMotion     B6       -1   12    5
4798 startMotion  A10       27   11    1
4798 startMotion   B6       -1   12    5
4798 endMotion    C14        9   83    6
4798 startMotion  A11       37   63    2
4799 endMotion    B15       40   91    4
4799 startMotion  C14        9   83    6
4800 startMotion  B15       40   91    4
4800 endMotion    A13       39  124    3
4801 startMotion  A13       39  124    3
4802 endMotion     A9       27   11    1
4802 endMotion     B7       -1   12    5
4802 endMotion    A10       37   63    2
4803 startMotion  A10       37   63    2
4803 startMotion   B7       -1   12    5
4803 endMotion    C13        9   83    6
4803 startMotion   A9       27   11    1
4804 startMotion  C13        9   83    6
4804 endMotion    B16       40   91    4
4805 endMotion    A12       39  124    3
4805 startMotion  B16       40   91    4
4806 startMotion  A12       39  124    3
4806 endMotion    A16       40   91    4
4807 startMotion  A16       40   91    4
4807 endMotion     A8       27   11    1
4807 endMotion     A9       37   63    2
4807 endMotion     B8       -1   12    5
4808 startMotion   B8       -1   12    5
4808 endMotion    C12        9   83    6
4808 startMotion   A9       37   63    2
4808 startMotion   A8       27   11    1
4809 startMotion  C12        9   83    6
4810 endMotion    A11       39  124    3
4811 startMotion  A11       39  124    3
4811 endMotion    A15       40   91    4
4812 endMotion     A7       27   11    1
4812 endMotion     A8       37   63    2
4812 startMotion  A15       40   91    4
4812 endMotion     B9       -1   12    5
4813 startMotion   A7       27   11    1
4813 startMotion   B9       -1   12    5
4813 endMotion    C11        9   83    6
4813 startMotion   A8       37   63    2
4814 startMotion  C11        9   83    6
4815 endMotion    A10       39  124    3
4816 endMotion    A14       40   91    4
4816 startMotion  A10       39  124    3
4817 startMotion  A14       40   91    4
4817 endMotion     A7       37   63    2
4817 endMotion    B10       -1   12    5
4817 endMotion     A6       27   11    1
4818 endMotion    C10        9   83    6
4818 startMotion  B10       -1   12    5
4818 startMotion   A6       27   11    1
4818 startMotion   A7       37   63    2
4819 startMotion  C10        9   83    6
4820 endMotion     A9       39  124    3
4821 startMotion   A9       39  124    3
4821 endMotion    A13       40   91    4
4822 endMotion     A6       37   63    2
4822 startMotion  A13       40   91    4
4822 endMotion     A5       27   11    1
4822 endMotion    B11       -1   12    5
4823 startMotion  B11       -1   12    5
4823 startMotion   A6       37   63    2
4823 endMotion     C9        9   83    6
4823 startMotion   A5       27   11    1
4824 startMotion   C9        9   83    6
4825 endMotion     A8       39  124    3
4826 startMotion   A8       39  124    3
4826 endMotion    A12       40   91    4
4827 endMotion     A4       27   11    1
4827 endMotion     A5       37   63    2
4827 endMotion    B12       -1   12    5
4827 startMotion  A12       40   91    4
4828 startMotion   A5       37   63    2
4828 endMotion     C8        9   83    6
4828 startMotion   A4       27   11    1
4828 startMotion  B12       -1   12    5
4829 startMotion   C8        9   83    6
4830 endMotion     A7       39  124    3
4831 startMotion   A7       39  124    3
4831 endMotion    A11       40   91    4
4832 startMotion  A11       40   91    4
4832 endMotion     A4       37   63    2
4832 endMotion     A3       27   11    1
4832 endMotion    B13       -1   12    5
4833 startMotion   A4       37   63    2
4833 startMotion   A3       27   11    1
4833 startMotion  B13       -1   12    5
4835 endMotion     A6       39  124    3
4835 movebox2channel        -1   83    6
4835 endMotion     C7       -1   83    6
4836 startMotion   A6       39  124    3
4836 endMotion    A10       40   91    4
4836 startMotion   C7       -1   83    6
4837 endMotion     A3       37   63    2
4837 startMotion  A10       40   91    4
4837 endMotion    B14       -1   12    5
4837 endMotion     A2       27   11    1
4838 startMotion   A3       37   63    2
4838 startMotion   A2       27   11    1
4838 startMotion  B14       -1   12    5
4840 endMotion     A5       39  124    3
4840 endMotion     C6       -1   83    6
4841 endMotion     A9       40   91    4
4841 startMotion   A5       39  124    3
4841 startMotion   C6       -1   83    6
4842 startMotion   A9       40   91    4
4842 endMotion     A2       37   63    2
4843 startMotion   A2       37   63    2
4844 movebox2bot             3   12    5
4844 endMotion    B15        3   12    5
4844 movebox2tr             -1  del    1
4844 endMotion     A1       -1   -1    1
4845 startMotion  B15        3   12    5
4845 endMotion     A4       39  124    3
4845 startMotion   A1       -1   92    1
4845 endMotion     C5       -1   83    6
4846 endMotion     A8       40   91    4
4846 endMotion     B1       -1   92    1
4846 startMotion   C5       -1   83    6
4846 startMotion   A4       39  124    3
4847 startMotion   B1       -1   92    1
4847 startMotion   A8       40   91    4
4849 movebox2tr             -1  del    2
4849 endMotion     A1       -1   -1    2
4849 endMotion    B16        3   12    5
4850 startMotion  B16        3   12    5
4850 startMotion   A1       -1    2    2
4850 endMotion     C4       -1   83    6
4850 endMotion     A3       39  124    3
4851 endMotion     A7       40   91    4
4851 endMotion     B2       -1   92    1
4851 endMotion     B1       -1    2    2
4851 startMotion   C4       -1   83    6
4851 startMotion   A3       39  124    3
4852 startMotion   B2       -1   92    1
4852 startMotion   A7       40   91    4
4852 startMotion   B1       -1    2    2
4855 endMotion     A2       39  124    3
4855 endMotion     C3       -1   83    6
4855 endMotion    C16        3   12    5
4856 startMotion   A2       39  124    3
4856 startMotion   C3       -1   83    6
4856 endMotion     A6       40   91    4
4856 endMotion     B3       -1   92    1
4856 endMotion     B2       -1    2    2
4856 startMotion  C16        3   12    5
4857 startMotion   B2       -1    2    2
4857 startMotion   A6       40   91    4
4857 startMotion   B3       -1   92    1
4860 endMotion    C15        3   12    5
4860 endMotion     C2       -1   83    6
4861 endMotion     B4       -1   92    1
4861 startMotion   C2       -1   83    6
4861 endMotion     B3       -1    2    2
4861 startMotion  C15        3   12    5
4861 endMotion     A5       40   91    4
4862 movebox2tr             -1  del    3
4862 endMotion     A1       -1   -1    3
4862 startMotion   B4       -1   92    1
4862 startMotion   A5       40   91    4
4862 startMotion   B3       -1    2    2
4863 startMotion   A1       -1   68    3
4864 endMotion     B1       -1   68    3
4865 endMotion     C1       -1   83    6
4865 startMotion   B1       -1   68    3
4866 startMotion   C1       -1   83    6
4866 endMotion     A4       40   91    4
4866 endMotion     B5       -1   92    1
4866 endMotion     B4       -1    2    2
4867 startMotion   B5       -1   92    1
4867 startMotion   A4       40   91    4
4867 movebox2channel        -1   12    5
4867 endMotion    C14       -1   12    5
4867 startMotion   B4       -1    2    2
4868 startMotion  C14       -1   12    5
4869 endMotion     B2       -1   68    3
4870 startMotion   B2       -1   68    3
4871 endMotion     B6       -1   92    1
4871 endMotion     B5       -1    2    2
4871 endMotion     B1       -1   83    6
4871 endMotion     A3       40   91    4
4872 startMotion   A3       40   91    4
4872 startMotion   B6       -1   92    1
4872 endMotion    C13       -1   12    5
4872 startMotion   B5       -1    2    2
4872 startMotion   B1       -1   83    6
4873 startMotion  C13       -1   12    5
4874 endMotion     B3       -1   68    3
4875 startMotion   B3       -1   68    3
4876 endMotion     B6       -1    2    2
4876 endMotion     B2       -1   83    6
4876 endMotion     A2       40   91    4
4877 startMotion   B6       -1    2    2
4877 startMotion   A2       40   91    4
4877 startMotion   B2       -1   83    6
4877 endMotion    C12       -1   12    5
4878 movebox2bot             3   92    1
4878 endMotion     B7        3   92    1
4878 startMotion  C12       -1   12    5
4879 endMotion     B4       -1   68    3
4879 startMotion   B7        3   92    1
4880 startMotion   B4       -1   68    3
4881 endMotion     B3       -1   83    6
4881 endMotion     B7       -1    2    2
4882 startMotion   B7       -1    2    2
4882 startMotion   B3       -1   83    6
4882 endMotion    C11       -1   12    5
4883 movebox2tr             -1  del    4
4883 endMotion     A1       -1   -1    4
4883 endMotion     B8        3   92    1
4883 startMotion  C11       -1   12    5
4884 startMotion   B8        3   92    1
4884 startMotion   A1       -1  121    4
4884 endMotion     B5       -1   68    3
4885 startMotion   B5       -1   68    3
4885 endMotion     B1       -1  121    4
4886 endMotion     B4       -1   83    6
4886 startMotion   B1       -1  121    4
4886 endMotion     B8       -1    2    2
4887 startMotion   B4       -1   83    6
4887 endMotion    C10       -1   12    5
4887 startMotion   B8       -1    2    2
4888 endMotion     B9        3   92    1
4888 startMotion  C10       -1   12    5
4889 endMotion     B6       -1   68    3
